number,key,question,options
,FAMSURV37_W50,"Looking ahead, would having children make it","['Easier to advance in your job or career', 'Harder to advance in your job or career', 'Would not make a difference', 'Refused']"
,FAMSURV38a_W50,"For household chores and responsibilities, who would you say does more?","['You do more than your spouse/partner', 'Your spouse/partner does more than you', 'Both about equally', 'Refused']"
,FAMSURV38b_W50,"For managing household finances, who would you say does more?","['You do more than your spouse/partner', 'Your spouse/partner does more than you', 'Both about equally', 'Refused']"
,FAMSURV38c_W50,"For managing your child(ren)'s schedule and activities, who would you say does more?","['You do more than your spouse/partner', 'Your spouse/partner does more than you', 'Both about equally', 'Refused']"
,FAMSURV39_W50,"In general, how much, if at all, would you say that you rely on a parent for emotional support?","['A lot', 'Some', 'Only a little', 'Not at all', 'Refused']"
,FAMSURV40_W50,"In the past 12 months, how much financial help, if any, did you receive from a parent?","['A lot', 'Some', 'Only a little', 'None at all', 'Refused']"
,FAMSURV43_W50,"In general, how much, if at all, would you say that your adult child(ren) ages 18 to 29 rely on you for emotional support?","['A lot', 'Some', 'Only a little', 'Not at all', 'Refused']"
,FAMSURV44_W50,"In the past 12 months, how much financial help, if any, did you provide for your adult child(ren) ages 18 to 29?","['A lot', 'Some', 'Only a little', 'None at all', 'Refused']"
,DNATEST_W50,Have you ever used a mail-in DNA testing service from a company such as AncestryDNA or 23andMe?,"['Yes, have used this', 'No, have not used this', 'Refused']"
,DNA2a_W50,Was to learn more about where your family came from a reason you used a mail-in DNA testing service?,"['Yes, a reason', 'No, not a reason', 'Refused']"
,DNA2b_W50,Was to get information about your health or family medical history a reason you used a mail-in DNA testing service?,"['Yes, a reason', 'No, not a reason', 'Refused']"
,DNA2c_W50,Was to connect with relatives you might have but didn't know about a reason you used a mail-in DNA testing service?,"['Yes, a reason', 'No, not a reason', 'Refused']"
,DNA3a_W50,Were you surprised by what your DNA test results showed about what countries or continents your ancestors came from?,"['Yes, surprised', 'No, not surprised', 'Refused']"
,DNA3b_W50,Were you surprised by what your DNA test results showed about the racial or ethnic background of your ancestors?,"['Yes, surprised', 'No, not surprised', 'Refused']"
,DNA3c_W50,Were you surprised by what your DNA test results showed about information about your health or family medical history?,"['Yes, surprised', 'No, not surprised', 'Refused']"
,DNA4_W50,Did you learn about any close relatives you didn't know about from your DNA test results?,"[""Yes, learned about close relatives you didn't know about"", ""No, did not learn about close relatives you didn't know about"", 'Refused']"
,DNA5_W50,Did your DNA test results change the way you think about your racial or ethnic identity?,"['Yes, changed', 'No, did not change', 'Refused']"
,SPOUSESEX_W50,Is your spouse or partner of the opposite sex as you or the same sex as you?,"['Opposite sex', 'Same sex', 'Refused']"
,ORIENTATIONMOD_W50,Do you think of yourself as,"['Gay or lesbian', 'Straight, that is, not gay or lesbian', 'Bisexual', 'Something else', ""I don't know the answer"", 'Refused']"
,FIN_SIT_W54,How would you describe your household's financial situation?,"['Live comfortably', 'Meet your basic expenses with a little left over for extras', 'Just meet your basic expenses', ""Don't even have enough to meet basic expenses"", 'Refused']"
,FIN_SITFUT_W54,"In the future, do you think your household will have enough money to live comfortably?","['Yes', 'No', 'Refused']"
,FIN_SITMOST_W54,How would you describe the financial situation of most Americans?,"['Live comfortably', 'Meet their basic expenses with a little left over for extras', 'Just meet their basic expenses', ""Don't even have enough to meet basic expenses"", 'Refused']"
,FIN_SITCOMM_W54,How would you describe the financial situation of most people in the area where you live?,"['Live comfortably', 'Meet their basic expenses with a little left over for extras', 'Just meet their basic expenses', ""Don't even have enough to meet basic expenses"", 'Refused']"
,FIN_SITGROWUP_W54,"Now thinking about when you were growing up, how would you describe your family's financial situation for most of the time when you were growing up?","['Lived comfortably', 'Met basic expenses with a little left over for extras', 'Just met basic expenses', ""Didn't even have enough to meet basic expenses"", 'Refused']"
,JOBTRAIN_W54,"Looking ahead, how important do you think it will be for you to get training and develop new skills throughout your work life in order to keep up with changes in the workplace?","['Essential', 'Important, but not essential', 'Not important', 'Refused']"
,GOVPRIORITYa_W54,How much of a priority should the following be for the federal government to address: Making health care more affordable,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']"
,GOVPRIORITYb_W54,How much of a priority should the following be for the federal government to address: Reducing illegal immigration,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']"
,GOVPRIORITYc_W54,How much of a priority should the following be for the federal government to address: Reducing economic inequality,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']"
,GOVPRIORITYd_W54,How much of a priority should the following be for the federal government to address: Addressing climate change,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']"
,GOVPRIORITYe_W54,How much of a priority should the following be for the federal government to address: Dealing with terrorism,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']"
,GOVPRIORITYf_W54,How much of a priority should the following be for the federal government to address: Reducing gun violence,"['A top priority', 'Important, but lower priority', 'Not too important', 'Should not be done', 'Refused']"
,GOVRESP_a_W54,Do you think an adequate standard of living is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']"
,GOVRESP_b_W54,Do you think adequate housing is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']"
,GOVRESP_c_W54,Do you think high quality K-12 education is something the federal government has a responsibility to provide for all Americans?,"['Yes, a responsibility of the federal government to provide for all Americans', 'No, not the responsibility of the federal government to provide', 'Refused']"
